PMID,Title,Journal,Publication Year,Authors,Abstract,Keywords
39887355,Photoperiodic flowering and AFT/FTL3 gene expression in flowering-time varieties in chrysanthemum.,Physiologia plantarum,2025,"Shigekazu Takahashi, Yoshihiro Nakano, Katsuhiko Sumitomo, Tamotsu Hisamatsu, Atsushi Oda, Noriyuki Onoue, Tatsumi Mizubayashi, Hiromoto Yamakawa","Chrysanthemum (Chrysanthemum morifolium Ramat.) is a short-day plant, and flowering is stimulated when the photoperiod is shorter than a variety-specific threshold (critical day length). In Japan, summer-to-autumn-flowering cultivars (SA-cvs.) flower from July to September. Little research has been conducted to understand why SA-cvs. bloom earlier than autumn-flowering cultivars (A-cvs.). We conducted a comparative study of the relationship between the photoperiodic response of flowering and the gene expression of florigen FLOWERING LOCUS T-like 3 (FTL3) and antiflorigen anti-florigenic FT/TFL1 (AFT). SA-cvs. had a longer critical day length than A-cvs. However, in both groups, a decrease in AFT and increase in FTL3 were consistently observed below the critical day length when flowering was promoted. The opposite responses (less flowering, low FTL3, and high AFT) were observed for longer than the critical day lengths. This indicated that flowering in SA-cvs. was controlled by the regulation of AFT/FTL3 expression, similar to that in A-cvs. Next, we studied the mechanism that causes a variation in critical day lengths. In SA-cvs., the photosensitive phase, which occurs at night, occurs earlier than that in A-cvs. This indicates a variation in the endogenous time-keeping mechanism. This was supported by the fact that the circadian rhythmicity of leaf movement was weaker in SA-cvs. than that in A-cvs. Thus, variation in the endogenous time-keeping mechanism may cause a longer critical day length and earlier flowering time in SA-cvs.",N/A
39887348,A transcription factor SlWRKY71 activated the H,The New phytologist,2025,"Yu-Qi Zhao, Chen Sun, Kang-Di Hu, Yue Yu, Zhi Liu, Ying-Chun Song, Ren-Jie Xiong, Yue Ma, Hua Zhang, Gai-Fang Yao",H,"SlDCD1, SlWRKY71, disease resistance, hydrogen sulfide (H2S), tomato (Solanum lycopersicum)"
39887239,Precision engineering of the probiotic,Applied and environmental microbiology,2025,"Pei-Ru Chen, Ying Wei, Xin Li, Hai-Yan Yu, Shu-Guang Wang, Xian-Zheng Yuan, Peng-Fei Xia","CRISPR-Cas systems are transforming precision medicine with engineered probiotics as next-generation diagnostics and therapeutics. To promote human health and treat disease, engineering probiotic bacteria demands maximal versatility to enable non-natural functionalities while minimizing undesired genomic interferences. Here, we present a streamlined prime editing approach tailored for probiotic ","CRISPR, Escherichia coli Nissle 1917, prime editing, probiotics"
39887234,CRISPR-guided base editor enables efficient and multiplex genome editing in bacterial cellulose-producing,Applied and environmental microbiology,2025,"Bo Xin, Jiaheng Liu, Jinyang Li, Zhaojun Peng, Xinyue Gan, Yuxi Zhang, Cheng Zhong","Bacterial cellulose (BC) is an extracellular polysaccharide produced by bacteria that has wide applications in the food industry, tissue engineering, and battery manufacturing. Genome editing of BC-producing ","CRISPR, Komagataeibacter, bacterial cellulose, base editing, cytidine deaminase, genome editing"
39887213,CRISPR editing of candidate host factors that impact influenza A virus infection.,Microbiology spectrum,2025,"Pyae Phyo Kyawe, Ping Liu, Zhaozhao Jiang, Evan S Bradley, Thomas Cicuto, Melanie I Trombly, Neal Silverman, Katherine A Fitzgerald, William M McDougall, Jennifer P Wang","Influenza A virus (IAV) is a respiratory pathogen with a segmented negative-sense RNA genome that can cause epidemics and pandemics. The host factors required for the complete IAV infectious cycle have not been fully identified. Here, we examined three host factors for their contributions to IAV infectivity. We performed CRISPR-mediated knockout of cytidine monophosphate N-acetylneuraminic acid synthetase (CMAS) as well as CRISPR-mediated overexpression of beta-1,4 N-acetylgalactosaminyltransferase 2 (B4GALNT2) and adenosine deaminase acting on RNA 1 (ADAR1) in the human bronchial epithelial A549 cell line and evaluated the impact on IAV and other RNA viruses. We confirmed that knockout of ","ADAR1, B4GALNT2, CMAS, CRISPR, host factors, influenza"
39887096,[A CRISPR/Cas approach to β-haemoglobinopathies].,Medecine sciences : M/S,2025,"Megane Brusson, Annarita Miccio","Beta-haemoglobinopathies are severe genetic anemias caused by mutations that affect adult haemoglobin production. Many therapeutic approaches aim to reactivate the expression of the fetal hemoglobin genes. To this end, the CRISPR/Cas9 system has recently been used to genetically modify patients' hematopoietic stem/progenitor cells ex vivo and reactivate fetal hemoglobin expression in their erythroid progeny. More than 70 patients with severe β-thalassemia and sickle cell disease have been treated with the Casgevy® therapy. Most have achieved a significant improvement of clinical phenotype, with high editing efficiency in hematopoietic cells associated with normal or near normal hemoglobin levels. While the long-term safety and efficacy of this powerful approach still need to be evaluated, new strategies are being developed to further improve therapeutic outcomes, reduce potential genotoxicity and lower the costs of therapy.",N/A
39885149,Advancing the genetic engineering toolbox by combining AsCas12a knock-in mice with ultra-compact screening.,Nature communications,2025,"Wei Jin, Yexuan Deng, John E La Marca, Emily J Lelliott, Sarah T Diepstraten, Christina König, Lin Tai, Valentina Snetkova, Kristel M Dorighi, Luke Hoberecht, Millicent G Hedditch, Lauren Whelan, Geraldine Healey, Dan Fayle, Kieran Lau, Margaret A Potts, Moore Z Chen, Angus P R Johnston, Yang Liao, Wei Shi, Andrew J Kueh, Benjamin Haley, Jean-Philippe Fortin, Marco J Herold","Cas12a is a next-generation gene editing tool that enables multiplexed gene targeting. Here, we present a mouse model that constitutively expresses enhanced Acidaminococcus sp. Cas12a (enAsCas12a) linked to an mCherry fluorescent reporter. We demonstrate efficient single and multiplexed gene editing in vitro, using primary and transformed cells from enAsCas12a mice. We further demonstrate successful in vivo gene editing, using normal and cancer-prone enAsCas12a stem cells to reconstitute the haematopoietic system of wild-type mice. We also present compact, genome-wide Cas12a knockout libraries, with four crRNAs per gene encoded across one (Scherzo) or two (Menuetto) vectors, and demonstrate the utility of these libraries across methodologies: in vitro enrichment and drop-out screening in lymphoma cells and immortalised fibroblasts, respectively, and in vivo screens to identify lymphoma-driving events. Finally, we demonstrate CRISPR multiplexing via simultaneous gene knockout (via Cas12a) and activation (via dCas9-SAM) using primary T cells and fibroblasts. Our enAsCas12a mouse and accompanying crRNA libraries enhance genome engineering capabilities and complement current CRISPR technologies.",N/A
39885054,"Efficient secretory expression, purification, and characterization of lipase in Pseudomonas aeruginosa M18, with multifunctional applications in diagnostics.",World journal of microbiology & biotechnology,2025,"Yunbo Liu, Pan Zhu, Lingyuan Kong, Jing Wang, Chengdong Ji, Yuanli Li, Lichun Dong, Weijing Yi","Lipase (EC 3.1.1.3) is a crucial hydrolase with broad industrial and clinical applications. In this study, the lipA and lipH genes from Pseudomonas aeruginosa were cloned into the pBBR1MCS-2 vector and expressed under the regulation of the highly efficient BSFP_0720 promoter from Burkholderia stabilis FERMP-21014. This system allowed for efficient secretory expression in Pseudomonas aeruginosa without requiring an inducer. The recombinant lipase exhibited both lipase and cholesteryl esterase activities, making it suitable for triglyceride and cholesterol assay kits. Additionally, gene editing was used to knock out the endogenous cholesterol oxidase gene in Pseudomonas aeruginosa, eliminating cross-interference in different assay kits. High-density fermentation using glucose as the carbon source resulted in lipase activity reaching 68 kU/L and cholesteryl esterase activity reaching 214 kU/L after 30 h of fermentation, representing a 356-fold increase compared to natural production. By combining ammonium sulfate precipitation, hydrophobic interaction chromatography, and anion exchange chromatography, a purity of 94.32% was achieved (as determined by CE-SDS). Accelerated stability tests showed that the lyophilized lipase retained over 96% residual activity after storage at 37 °C for 21 days and at 45 °C for 7 days, suggesting its suitability for long-term storage. The enzymatic properties of the lipase demonstrated resistance to common chemicals, high activity in buffers with pH values between 7 and 9, and short-term tolerance to high temperatures (60 °C). These characteristics make the lipase highly adaptable for use in complex clinical samples and various industrial applications. The successful high-efficiency expression and multifunctional utility of this lipase highlight its significant commercial potential in diagnostics and other fields.","Pseudomonas aeruginosa, Cholesteryl esterase, In vitro diagnostics, Lipase"
39884405,Exosomes-mediated CRISPR/Cas delivery: A cutting-edge frontier in cancer gene therapy.,Gene,2025,"Bhavanisha Rithiga S, Rajib Dhar, Arikketh Devi","Cancer is considered the second most common disease globally. In the past few decades, many approaches have been proposed for cancer treatment. One among those is targeted therapy using CRISPR/Cas system which plays a significant role in translational research through gene editing. However, due to its inability to cope with specific targeting, off-target effects, and limited tumor penetration, it is very challenging to use this approach in cancer studies. To increase its efficacy, CRISPR components are engineered into the extracellular vesicles (EVs), especially exosomes (a subpopulation of EVs). Exosomes have a significant role in cellular communication. Exosomes-based CRISPR/Cas system transport for gene editing enhances specificity, reduces off-target effects, and improves the therapeutic potential. This review highlights the role of exosomes and the CRISPR/Cas system in cancer research, exosomes-based CRISPR delivery for cancer treatment, and its future orientation.","CRISPR/Cas, Cancer, Exosomes, Therapeutic potential"
39883839,Rational design and modular synthesis of biodegradable ionizable lipids via the Passerini reaction for mRNA delivery.,Proceedings of the National Academy of Sciences of the United States of America,2025,"Yue Xu, Fanglin Gong, Alex Golubovic, Amy Strilchuk, Jingan Chen, Muye Zhou, Songtao Dong, Breanna Seto, Bowen Li","The ionizable lipid component of lipid nanoparticle (LNP) formulations is essential for mRNA delivery by facilitating endosomal escape. Conventionally, these lipids are synthesized through complex, multistep chemical processes that are both time-consuming and require significant engineering. Furthermore, the development of new ionizable lipids is hindered by a limited understanding of the structure-activity relationships essential for effective mRNA delivery. In this work, we have developed a modular platform utilizing the Passerini reaction to rapidly generate large, chemically diverse libraries of biodegradable ionizable lipids. This high-throughput approach enables the systematic exploration of various lipid components-head groups, tails, and spacers-and their impacts on mRNA delivery efficiency. By investigating the hydrogen bonding potential between the lipid's head groups and the mRNA's ribose phosphate complex, we found that optimizing the methylene units between the lipid's head groups and linkages could enhance endosomal escape and, consequently, mRNA delivery efficiencies. Leveraging this insight, our platform has led to the identification of the biodegradable ionizable lipid A4B4-S3, which outperforms the current clinical benchmark, SM-102, in gene editing efficacy in mouse liver following systemic administration and demonstrates the promise for repeat-dose protein replacement treatments. This work not only offers a rapid, scalable method for ionizable lipid synthesis but also deepens our understanding of their structure-activity relationships, paving the way for more effective mRNA therapeutics.","gene editing, ionizable lipid, lipid nanoparticles, mRNA delivery"
39883792,Micro RNA Regulating a Mega Difference in Male and Female Cardiac Physiology.,Circulation research,2025,"Wyatt G Paltzer, James F Martin",N/A,"Editorials, cardiovascular diseases, heart diseases, heart failure, mice, knockout"
39883775,Randomizing the human genome by engineering recombination between repeat elements.,"Science (New York, N.Y.)",2025,"Jonas Koeppel, Raphael Ferreira, Thomas Vanderstichele, Lisa Maria Riedmayr, Elin Madli Peets, Gareth Girling, Juliane Weller, Pierre Murat, Fabio Giuseppe Liberante, Tom Ellis, George McDonald Church, Leopold Parts","We lack tools to edit DNA sequences at scales necessary to study 99% of the human genome that is noncoding. To address this gap, we applied CRISPR prime editing to insert recombination handles into repetitive sequences, up to 1697 per cell line, which enables generating large-scale deletions, inversions, translocations, and circular DNA. Recombinase induction produced more than 100 stochastic megabase-sized rearrangements in each cell. We tracked these rearrangements over time to measure selection pressures, finding a preference for shorter variants that avoided essential genes. We characterized 29 clones with multiple rearrangements, finding an impact of deletions on expression of genes in the variant but not on nearby genes. This genome-scrambling strategy enables large deletions, sequence relocations, and the insertion of regulatory elements to explore genome dispensability and organization.",N/A
39883359,Therapeutic gene correction of HBB frameshift CD41-42 (-TCTT) deletion in human hematopoietic stem cells.,Advanced biotechnology,2025,"Qianyi Liu, Xinyu Li, Hui Xu, Ying Luo, Lin Cheng, Junbin Liang, Yuelin He, Haiying Liu, Jianpei Fang, Junjiu Huang","Β-thalassemia is one of the global health burdens. The CD41-42 (-TCTT) mutation at HBB is the most prevalent pathogenic mutation of β-thalassemia in both China and Southeast Asia. Previous studies focused on repairing the HBB CD41-42 (-TCTT) mutation in β-thalassemia patient-specific induced pluripotent stem cells, which were subsequently differentiated into hematopoietic stem and progenitor cells (HSPCs) for transplantation. In this study, we directly applied the CRISPR/Cas9-based gene editing therapy to correct the HBB CD41-42 (-TCTT) mutation in patient-derived HSPCs. The effective editing induced by Cas9:sgRNA ribonucleoprotein and single-stranded oligodeoxynucleotides (ssODNs) was confirmed in HUDEP-2 cell lines harboring the HBB CD41-42 (-TCTT) mutation. Further correction of heterozygote and homozygote HBB CD41-42 (-TCTT) mutations in patient-derived HSPCs resulted in a 13.4-40.8% increase in the proportion of HBB-expressing (HBB +) cells following erythroid differentiation in vitro. At 16 weeks post-xenotransplantation of the edited HSPCs into coisogenic immunodeficient mice, the reparation efficiency in engrafted bone marrow was 17.21% ± 3.66%. Multiparameter flow cytometric analysis of the engrafted bone marrow showed an increase in the percentage of HBB + cells without impairing the ability of engraftment, self-renewal, and multilineage hematopoietic repopulation of HSPCs. For the safety evaluation, 103 potential off-target sites were predicted by SITE-seq and CRISPOR, with one site displaying significant off-target editing. Since this off-target site is located in the intergenic region, it is presumed to pose minimal risk. Taken together, our study provides critical preclinical data supporting the safety and efficacy of the gene therapy approach for HBB CD41-42 (-TCTT) mutation.","HBB CD41-42 (-TCTT), CRISPR/Cas9, Gene editing therapy, Hematopoietic stem and progenitor cells, β-thalassemia"
39883350,Adenine base editor corrected ADPKD point mutations in hiPSCs and kidney organoids.,Advanced biotechnology,2024,"Jingwen Wang, Yanling Qiu, Lei Zhang, Xinyao Zhou, Sihui Hu, Qianyi Liu, Sisi Yin, Zehong Su, Simiao Liu, Haiying Liu, Xueqing Wu, Junjiu Huang","Autosomal dominant polycystic kidney disease (ADPKD) is a dominant genetic disorder caused primarily by mutations in the PKD1 gene, resulting in the formation of numerous cysts and eventually kidney failure. However, there are currently no gene therapy studies aimed at correcting PKD1 gene mutations. In this study, we identified two mutation sites associated with ADPKD, c.1198 (C > T) and c.8311 (G > A), which could potentially be corrected by adenine base editor (ABE). The correction efficiencies of different ABE variants were tested using the HEK293T-PKD1 c.1198 (C > T) and HEK293T-PKD1 c.8311 (G > A) reporter cell lines. We then generated induced pluripotent stem cells (iPSCs","ABE, ADPKD, Gene editing, Kidney organoid, hiPSCs"
39883316,Advancements in delivery strategies and non-tissue culture regeneration systems for plant genetic transformation.,Advanced biotechnology,2024,"Minyi Wu, Ao Chen, Xiaomeng Li, Xiaoyun Li, Xingliang Hou, Xu Liu","Plant genetic transformation is a pivotal and essential step in modifying important agronomic traits using biotechnological tools, which primarily depend on the efficacy of transgene delivery and the plant regeneration system. Over the years, advancements in the development of delivery methods and regeneration systems have contributed to plant engineering and molecular breeding. Recent studies have demonstrated that the efficiency of plant transformation can be improved by simultaneously delivering meristem-developmental regulators, utilizing virus-mediated gene editing, and executing non-sterile in planta manipulations. Efficient genetic delivery and non-tissue culture regeneration systems are gradually being developed. This review summarizes diverse delivery strategies and in planta regeneration techniques aimed at improving the efficiency of plant genetic transformation. We also emphasize the integration and utilization of these emerging transgenic approaches for expediting future crop engineering.","In planta transformation, Delivery strategy, Non-tissue culture, Plant genetic transformation, Plant regeneration system"
39883249,DSCI: a database of synthetic biology components for innate immunity and cell engineering decision-making processes.,Advanced biotechnology,2024,"Chenqiu Zhang, Tianjian Chen, Zhiyu Li, Qing Lu, Xiaotong Luo, Sihui Cai, Jie Zhou, Jian Ren, Jun Cui","Although significant progress of clinical strategy has been made in gene editing and cell engineering in immunotherapy, it is now apparent that design and modification in terms of complex signaling pathways and motifs on medical synthetic biology are still full of challenges. Innate immunity, the first line of host defense against pathogens, is critical for anti-pathogens immune response as well as regulating durable and protective T cell-mediated anti-tumor responses. Here, we introduce DSCI (Database of Synthetic Biology Components for Innate Immunity, https://dsci.renlab.cn/ ), a web-accessible and integrative database that provides better insights and strategies for innate immune signaling circuit design in biosynthesis. Users can interactively navigate comprehensive and carefully curated components resources that presented as visualized signaling motifs that participate in innate immunity. The current release of DSCI incorporates 1240 independent components and more than 4000 specific entries contextually annotated from public literature with experimental verification. The data integrated into DSCI includes the components of pathways, relationships between regulators, signal motifs based on regulatory cascades, and loop graphs, all of which have been comprehensively annotated to help guide modifications to gene circuits. With the support of DSCI, users can easily obtain guidance of gene circuits construction to make decision of cell engineering based on innate immunity. DSCI not only provides comprehensive and specialized resource on the biological components of innate immune synthesis, but also serves as a useful tool to offer modification or generation strategies for medical synthetic biology.","Database, Innate immunity, Interaction network, Loop visualization, Signal motif, Synthetic biology"
39883247,Decoding the genetic blueprint: regulation of key agricultural traits in sorghum.,Advanced biotechnology,2024,"Fangyuan Liu, Baye Wodajo, Peng Xie","Sorghum, the fifth most important crop globally, thrives in challenging environments such as arid, saline-alkaline, and infertile regions. This remarkable crop, one of the earliest crops domesticated by humans, offers high biomass and stress-specific properties that render it suitable for a variety of uses including food, feed, bioenergy, and biomaterials. What's truly exciting is the extensive phenotypic variation in sorghum, particularly in traits related to growth, development, and stress resistance. This inherent adaptability makes sorghum a game-changer in agriculture. However, tapping into sorghum's full potential requires unraveling the complex genetic networks that govern its key agricultural traits. Understanding these genetic mechanisms is paramount for improving traits such as yield, quality, and tolerance to drought and saline-alkaline conditions. This review provides a comprehensive overview of functionally characterized genes and regulatory networks associated with plant and panicle architectures, as well as stress resistance in sorghum. Armed with this knowledge, we can develop more resilient and productive sorghum varieties through cutting-edge breeding techniques like genome-wide selection, gene editing, and synthetic biology. These approaches facilitate the identification and manipulation of specific genes responsible for desirable traits, ultimately enhancing agricultural performance and adaptability in sorghum.","Functional genes, Growth and development, Molecular breeding, Regulatory networks, Sorghum, Stress resistance"
39883121,"Lowering LDL cholesterol by PCSK9 inhibition: a new era of gene silencing, RNA, and alternative therapies.",Naunyn-Schmiedeberg's archives of pharmacology,2025,"Mitali Paryani, Nikita Gupta, Sanjay Kumar Jain, Shital Butani","Proprotein convertase subtilisin/kexin type 9 (PCSK9) discovery has added a new paradigm to our understanding of cholesterol homeostasis and lipid metabolism. Since its discovery, PCSK9 inhibitors have become a widely investigated therapeutic class for lipid management in cardiovascular diseases and hypercholesterolemia. Scientists have explored different approaches for PCSK9 inhibition, such as monoclonal antibodies (mAbs), gene silencing and gene editing techniques, vaccines, mimetic peptides, and small molecules. European Medicines Agency (EMA) and United States Food and Drug Administration (US FDA) have approved only three PCSK9 inhibitors, including two monoclonal antibodies and one small interfering ribonucleic acid (siRNA). Despite the efficacy of approved large molecules, high costs and the need for regular injection have limited their adherence to the patient. This review aims to provide an understanding of PCSK9's function in Low-Density Lipoprotein Cholesterol (LDL-C) management, its current treatment, recent advancements, and potential future development of small molecules in the class of PCSK9 inhibitors.","Cholesterol, Low-Density Lipoprotein, Natural molecule, PCSK9 inhibitor, Statin intolerant"
39882980,Targeted seed EMS mutagenesis reveals a bHLH transcription factor underlying male sterility in sorghum.,Genetics,2025,"Yuguo Xiao, Rajdeep S Khangura, Zhonghui Wang, Brian P Dilkes, Andrea L Eveland","Forward genetic screens of mutant populations are fundamental for functional genomics studies. However, isolating independent mutant alleles to molecularly identify causal genes is challenging in species recalcitrant to genetic manipulation. Here, we demonstrate that classic seed EMS mutagenesis coupled with genome sequencing can overcome this limitation in sorghum. We used this method to generate new mutant alleles of sorghum MALE STERILE 8 (MS8) and identified the causal locus for the ms8 phenotype as Sobic.004G270900, which encodes the sorghum ortholog of maize bhlh122, a bHLH transcription factor required for male fertility in maize. Bulked segregant analysis mapped ms8-1 to a region on chromosome 4 containing Sobic.004G270900. Seeds from heterozygous MS8/ms8-1 plants were mutagenized and screened for chimeric inflorescences containing sectors with white, sterile anthers resembling the ms8-1 homozygous phenotype. DNA sequencing of sterile and fertile sectors from a single chimeric inflorescence revealed two mutations in Sobic.004G270900 within the sterile sector, but not the fertile sector. Isolation of this loss-of-function allele (ms8-2) established Sobic.004G270900 as the causative locus for male sterility in the ms8 mutant. We generated additional alleles of MS8 in a different genetic background using CRISPR/Cas9-based gene editing, where deletions in Sobic.004G270900 also resulted in male sterility. Our work identified a gene underlying male sterility in sorghum and provides a novel and straightforward genetic tool for researchers who lack access to advanced transformation facilities to validate gene candidates. Unlike gene editing, no prior knowledge of candidate genes is required for targeted seed EMS mutagenesis to aid identification of causal loci.","bulked segregant analysis, chemical mutagenesis, germinal sectors, male sterility, non-complementation, sorghum"
39881670,Silk Protein Gene Engineering and Its Applications: Recent Advances in Biomedicine Driven by Molecular Biotechnology.,"Drug design, development and therapy",2025,"Xingxiang Ji, Yanyan Li, Jingsheng Wang, Gang Wang, Bin Ma, Jingfei Shi, Chao Cui, Ruiming Wang","Silk protein, as a natural polymer material with unique structures and properties, exhibits tremendous potential in the biomedical field. Given the limited production and restricted properties of natural silk proteins, molecular biotechnology has been extensively applied in silk protein genetic engineering to produce novel silk proteins with specific properties. This review outlines the roles of major model organisms, such as silkworms and spiders, in silk protein production, and provides a detailed introduction to the applications of gene editing technologies (eg, CRISPR-Cas9), transgenic expression technologies, and synthetic biology techniques in silk protein genetic engineering. By analyzing the genetic factors influencing silk protein expression, this review further elaborates on the innovative applications of silk proteins in drug delivery systems, tissue engineering and regenerative medicine (eg, skin, bone, cartilage, and vascular repair), as well as antibacterial immune strategies. Notably, modified silk proteins expressed by transgenic silkworms demonstrate significant advantages in enhancing drug bioavailability and promoting cell proliferation and differentiation. In conclusion, silk protein gene engineering, through continuous innovations in molecular biotechnology, has provided an effective pathway for the production of high-performance silk protein materials. The extensive applications of these modified silk proteins in the biomedical field have not only expanded the functionality of silk proteins but also offered new approaches to address medical challenges. In the future, the development of silk protein gene engineering will further rely on interdisciplinary integration to promote in-depth research and the expansion of industrial applications of silk proteins.","biomedical applications, genetic engineering, molecular biotechnology, performance optimization, regenerative medicine, silk protein, tissue engineering"
39881543,Systematic empirical evaluation of individual base editing targets: Validating therapeutic targets in USH2A and comparison of methods.,Molecular therapy : the journal of the American Society of Gene Therapy,2025,"Yuki Tachida, Kannan V Manian, Rossano Butcher, Jonathan M Levy, Nachiket Pendse, Erin Hennessey, David R Liu, Eric A Pierce, Qin Liu, Jason Comander","Base editing shows promise for the correction of human mutations at a higher efficiency than other repair methods and is especially attractive for mutations in large genes that are not amenable to gene augmentation therapy. Here, we demonstrate a comprehensive workflow for in vitro screening of potential therapeutic base editing targets for the USH2A gene and empirically validate the efficiency of adenine and cytosine base editor/guide combinations for correcting 35 USH2A mutations. Editing efficiency and bystander edits are compared between different target templates (plasmids vs. transgenes) and assays (next-generation sequencing vs. Sanger), as well as comparisons between unbiased empirical results and computational predictions. Based on these observations, practical assay recommendations are discussed. Finally, a humanized knockin mouse model was created with the best-performing target, the nonsense mutation c.11864G>A p.(Trp3955∗). Split-intein AAV9 delivery of editing reagents resulted in the restoration of USH2A protein and a correction rate of 65% ± 3% at the mutant base pair and of 52% ± 3% excluding bystander amino acid changes. This efficiency is higher than that seen in a retinal gene editing program testing in a clinical trial. These results demonstrate the effectiveness of this overall strategy to identify and test base editing reagents with the potential for human therapeutic applications.","AAV, USH2A, Usher syndrome, adenine base editor, base editing, cytosine base editor, photoreceptors, retina, retinitis pigmentosa"
39881051,Bone Tissue Engineering: From Biomaterials to Clinical Trials.,Advances in experimental medicine and biology,2025,"Swapnali Jagadale, Mrunal Damle, Meghnad G Joshi","Bone tissue engineering is a promising field that aims to rebuild the bone tissue using biomaterials, cells, and signaling molecules. Materials like natural and synthetic polymers, inorganic materials, and composite materials are used to create scaffolds that mimic the hierarchical microstructure of bone. Stem cells, particularly mesenchymal stem cells (MSCs), play a crucial role in bone tissue engineering by promoting tissue regeneration and modulating the immune response. Growth factors like bone morphogenetic proteins (BMPs), vascular endothelial growth factor (VEGF), and platelet-derived growth factor (PDGF) are utilized to accelerate bone regeneration. Clinical applications include treating nonunion and mal-union fractures, osteonecrosis, orthopedic surgery, dental applications, and spinal cord injuries. Recent advances in the field include nanotechnology, 3D printing, bioprinting techniques, gene editing technologies, and microfluidic devices for drug testing. However, challenges remain, such as standardization of protocols, large-scale biomaterial production, personalized medicine approaches, cost-effectiveness, and regulatory issues. Current clinical trials are investigating the safety and efficacy of various bone tissue engineering approaches, with the potential to modernize patient care by providing more adequate treatments for bone defects and injuries.","3D printing, Bone regeneration, Bone-tissue engineering, Polymers, Stem cells"
39880939,Non-additive dosage-dependent effects of TaGS3 gene editing on grain size and weight in wheat.,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,2025,"Wei Wang, Qianli Pan, Bin Tian, Zitong Yu, Dwight Davidson, Guihua Bai, Alina Akhunova, Harold Trick, Eduard Akhunov","Loss-of-function mutations induced by CRISPR-Cas9 in the TaGS3 gene homoeologs show non-additive dosage-dependent effects on grain size and weight and have potential utility for increasing grain yield in wheat. The grain size in cereals is one of the component traits contributing to yield. Previous studies showed that loss-of-function (LOF) mutations in GS3, encoding Gγ subunit of the multimeric G protein complex, increase grain size and weight in rice. While an association between allelic variation in the GS3 homologs of wheat and grain weight/size has been detected previously, the effects of LOF alleles at TaGS3 on these traits remain unknown. We used genome editing to create TaGS3 mutant lines with varying LOF homeo-allele dosages. Contrary to the results obtained in rice, editing all three TaGS3 homoeologous copies resulted in a significant decrease in grain length (4.4%), width (3.4%), grain area (7.3%) and weight (7.5%), without affecting the number of grains per spike. Compared to the wild type, the highest increase in grain weight (up to 9.6%) and area (up to 5.0%) was observed in homozygous mutants with one or two genomes carrying LOF homeo-alleles, suggesting non-additive suppressive effects of TaGS3 on grain size and weight in wheat. Our results suggest that the regulatory effects of GS3 homologs in wheat and rice have diverged. The newly developed LOF homeo-alleles of TaGS3 expand the set of CRISPR-Cas9-induced variants of yield component genes that have potential to increase grain weight in wheat.",N/A
39880867,Engineering synthetic signaling receptors to enable erythropoietin-free erythropoiesis.,Nature communications,2025,"Aadit P Shah, Kiran R Majeti, Freja K Ekman, Sridhar Selvaraj, Devesh Sharma, Roshani Sinha, Eric Soupene, Prathamesh Chati, Sofia E Luna, Carsten T Charlesworth, Travis McCreary, Benjamin J Lesch, Tammy Tran, Simon N Chu, Matthew H Porteus, M Kyle Cromer","Blood transfusion plays a vital role in modern medicine, but frequent shortages occur. Ex vivo manufacturing of red blood cells (RBCs) from universal donor cells offers a potential solution, yet the high cost of recombinant cytokines remains a barrier. Erythropoietin (EPO) signaling is crucial for RBC development, and EPO is among the most expensive media components. To address this challenge, we develop highly optimized small molecule-inducible synthetic EPO receptors (synEPORs) using design-build-test cycles and genome editing. By integrating synEPOR at the endogenous EPOR locus in O-negative induced pluripotent stem cells, we achieve equivalent erythroid differentiation, transcriptomic changes, and hemoglobin production using small molecules compared to EPO-supplemented cultures. This approach dramatically reduces culture media costs. Our strategy not only addresses RBC production challenges but also demonstrates how protein and genome engineering can introduce precisely regulated cellular behaviors, potentially improving scalable manufacturing of a wide range of clinically relevant cell types.",N/A
39880685,Building the Future of Clinical Diagnostics: An Analysis of Potential Benefits and Current Barriers in CRISPR/Cas Diagnostics.,ACS synthetic biology,2025,"Jeanne E van Dongen, Loes I Segerink","Advancements in molecular diagnostics, such as polymerase chain reaction and next-generation sequencing, have revolutionized disease management and prognosis. Despite these advancements in molecular diagnostics, the field faces challenges due to high operational costs and the need for sophisticated equipment and highly trained personnel besides having several technical limitations. The emergent field of CRISPR/Cas sensing technology is showing promise as a new paradigm in clinical diagnostics, although widespread clinical adoption remains limited. This perspective paper discusses specific cases where CRISPR/Cas technology can surmount the challenges of existing diagnostic methods by stressing the significant role that CRISPR/Cas technology can play in revolutionizing clinical diagnostics. It underscores the urgency and importance of addressing the technological and regulatory hurdles that must be overcome to harness this technology effectively in clinical laboratories.",N/A
